State,Names
Northern Illinois,"Kocoras, Charles Petros"
Northern Illinois,"Wood, Andrea Robin"
Northern Illinois,"Leinenweber, Harry Daniel"
Northern Illinois,"Maldonado, Nancy Lee"
Northern Illinois,"Guzman, Ronald A."
Northern Illinois,"Marovich, George Michael"
Northern Illinois,"Norgle, Charles Ronald, Sr."
Northern Illinois,"Pacold, Martha Maria"
Northern Illinois,"Pallmeyer, Rebecca R."
Northern Illinois,"Reinhard, Philip Godfrey"
Northern Illinois,"Valderrama, Franklin Ulyses"
Northern Illinois,"Tharp, John Joseph, Jr."
Northern Illinois,"Shah, Manish Suresh"
Northern Illinois,"Seeger, Steven Charles"
Northern Illinois,"Gottschall, Joan B."
Northern Illinois,"Gettleman, Robert William"
Northern Illinois,"Ellis, Sara Lee"
Northern Illinois,"Kendall, Virginia Mary"
Northern Illinois,"Dow, Robert Michael, Jr."
Northern Indiana,"Springmann, Theresa Lazar"
Northern Indiana,"Simon, Philip P."
Northern Indiana,"Moody, James Tyne"
Northern Indiana,"Miller, Robert Lowell, Jr."
Northern Indiana,"Leichty, Damon Ray"
Northern Indiana,"Lee, William Charles"
Northern Indiana,"DeGuilio, Jon Ernest"
Northern Indiana,"Van Bokkelen, Joseph S."
Northern Indiana,"Brady, Holly Ann"
Northern Iowa,"Reade, Linda R."
Northern Iowa,"Strand, Leonard Terry"
Northern Iowa,"Williams, Charles Joseph"
Northern Mississippi,"Aycock, Sharion"
Northern Mississippi,"Mills, Michael P."
Northern Mississippi,"Davidson, Glen H."
Northern Mississippi,"Brown, Debra Marie"
Northern New York,"Suddaby, Glenn T."
Northern New York,"Scullin, Frederick James, Jr."
Northern New York,"Sharpe, Gary L."
Northern New York,"Kahn, Lawrence E."
Northern New York,"Nardacci, Anne Marie"
Northern New York,"McAvoy, Thomas James"
Northern New York,"Hurd, David N."
Northern New York,"Sannes, Brenda Kay"
Northern New York,"D'Agostino, Mae Avila"
Northern Ohio,"Zouhary, Jack"
Northern Ohio,"Ruiz, David Augustin"
Northern Ohio,"Adams, John R."
Northern Ohio,"Barker, Pamela Ann"
Northern Ohio,"Boyko, Christopher A."
Northern Ohio,"Brennan, Bridget Meehan"
Northern Ohio,"Calabrese, J. Philip"
Northern Ohio,"Carr, James G."
Northern Ohio,"Economus, Peter C."
Northern Ohio,"Fleming, Charles Esque"
Northern Ohio,"Gaughan, Patricia Anne"
Northern Ohio,"Gwin, James S."
Northern Ohio,"Helmick, Jeffrey James"
Northern Ohio,"Lioi, Sara Elizabeth"
Northern Ohio,"Nugent, Donald C."
Northern Ohio,"Oliver, Solomon, Jr."
Northern Ohio,"Pearson, Benita Yalonda"
Northern Ohio,"Knepp, James Ray II"
Northern Ohio,"Polster, Dan A."
Northern Oklahoma,"Payne, James H."
Northern Oklahoma,"Kern, Terence C."
Northern Oklahoma,"Heil, John Frederick III"
Northern Oklahoma,"Frizzell, Gregory Kent"
Northern Oklahoma,"Eagan, Claire"
Northern Oklahoma,"Dowdell, John Edward"
Oregon,"Nelson, Adrienne Camille"
Oregon,"Mosman, Michael W."
Oregon,"McShane, Michael Jerome"
Oregon,"Marsh, Malcolm Francis"
Oregon,"Immergut, Karin Johanna"
Oregon,"Hernandez, Marco Antonio"
Oregon,"Haggerty, Ancer Lee"
Oregon,"Simon, Michael H."
Oregon,"Aiken, Ann L."
Oregon,"Jones, Robert Edward"
Oregon,"Brown, Anna J."
Puerto Rico,"Arias-Marxuach, Raúl Manuel"
Puerto Rico,"Besosa, Francisco Augusto"
Puerto Rico,"Carreño-Coll, Silvia Luisa"
Puerto Rico,"Vélez-Rivé, Camille Lizette"
Puerto Rico,"Méndez-Miró, Gina Raquel"
Puerto Rico,"Garcia-Gregory, Jay A."
Puerto Rico,"Domínguez, Daniel R."
Puerto Rico,"Delgado-Colón, Aida M."
Puerto Rico,"Delgado Hernández, Pedro Alberto"
Puerto Rico,"Antongiorgi-Jordán, María del R."
Rhode Island,"Smith, William E."
Rhode Island,"McConnell, John James, Jr."
Rhode Island,"McElroy, Mary Susan"
Rhode Island,"Lisi, Mary M."
South Dakota,"Schreier, Karen E."
South Dakota,"Piersol, Lawrence L."
South Dakota,"Lange, Roberto Antonio"
South Dakota,"Kornmann, Charles B."
Southern Texas,"Saldaña, Diana"
Southern Texas,"Tagle, Hilda G."
Southern Texas,"Werlein, Ewing, Jr."
Southern Texas,"Tipton, Drew Barnett"
Southern Texas,"Alvarez, Micaela"
Southern Texas,"Brown, Jeffrey Vincent"
Southern Texas,"Crane, Randy"
Southern Texas,"Ellison, Keith P."
Southern Texas,"Eskridge, Charles R. III"
Southern Texas,"Garcia Marmolejo, Marina"
Southern Texas,"Hanen, Andrew S."
Southern Texas,"Hanks, George Carol, Jr."
Southern Texas,"Bennett, Alfred Homer"
Southern Texas,"Head, Hayden Wilson, Jr."
Southern Texas,"Rosenthal, Lee Hyman"
Southern Texas,"Rodriguez, Fernando, Jr."
Southern Texas,"Harmon, Melinda"
Southern Texas,"Rainey, John David"
Southern Texas,"Olvera, Jose Rolando, Jr."
Southern Texas,"Morales, David Steven"
Southern Texas,"Miller, Gray Hampton"
Southern Texas,"Ramos, Nelva Gonzales"
Southern Texas,"Hinojosa, Ricardo H."
Southern Texas,"Jack, Janis Graham"
Southern Texas,"Hughes, Lynn Nettleton"
Southern Texas,"Hoyt, Kenneth M."
Southern Texas,"Lake, Simeon Timothy III"
Southern Texas,"Hittner, David"
Southern West Virginia,"Goodwin, Joseph Robert"
Southern West Virginia,"Berger, Irene Cornelia"
Southern West Virginia,"Chambers, Robert Charles"
Southern West Virginia,"Copenhaver, John Thomas, Jr."
Southern West Virginia,"Faber, David A."
Southern West Virginia,"Johnston, Thomas E."
Southern West Virginia,"Volk, Frank William"
Southern California,"Ohta, Jinsook"
Southern California,"Robinson, Todd Wallace"
Southern California,"Moskowitz, Barry Ted"
Southern California,"Schopler, Andrew George"
Southern California,"Simmons, James Edward, Jr."
Southern California,"Whelan, Thomas J."
Southern California,"Sammartino, Janis Lynn"
Southern California,"Montenegro, Ruth Bermudez"
Southern California,"Sabraw, Dana Makoto"
Southern California,"Lorenz, M. James"
Southern California,"Anello, Michael M."
Southern California,"Bashant, Cynthia Ann"
Southern California,"Battaglia, Anthony Joseph"
Southern California,"Miller, Jeffrey T."
Southern California,"Benitez, Roger T."
Southern California,"Burns, Larry Alan"
Southern California,"Bencivengo, Cathy Ann"
Southern California,"Huff, Marilyn L."
Southern California,"Houston, John A."
Southern California,"Hayes, William Q."
Southern California,"Curiel, Gonzalo Paul"
Southern California,"Lopez, Linda"
Southern California,"Huie, Robert Steven"
Southern Florida,"Graham, Donald L."
Southern Florida,"Lenard, Joan A."
Southern Florida,"Hurley, Daniel T. K."
Southern Florida,"King, James Lawrence"
Southern Florida,"Bloom, Beth Francine"
Southern Florida,"Cannon, Aileen Mercedes"
Southern Florida,"Cohn, James I."
Southern Florida,"Dimitrouleas, William P."
Southern Florida,"Gayles, Darrin Phillip"
Southern Florida,"Gold, Alan Stephen"
Southern Florida,"Gonzalez, Jose Alejandro, Jr."
Southern Florida,"Altonaga, Cecilia M."
Southern Florida,"Altman, Roy Kalman"
Southern Florida,"Huck, Paul C."
Southern Florida,"Ruiz, Rodolfo Armando II"
Southern Florida,"Zloch, William J."
Southern Florida,"Williams, Kathleen Mary"
Southern Florida,"Smith, Rodney"
Southern Florida,"Marra, Kenneth A."
Southern Florida,"Martinez, Jose E."
Southern Florida,"Middlebrooks, Donald M."
Southern Florida,"Singhal, Anuraag Hari"
Southern Florida,"Seitz, Patricia A."
Southern Florida,"Scola, Robert Nichols, Jr."
Southern Florida,"Moore, Kevin Michael"
Southern Florida,"Rosenberg, Robin Lee"
Southern Florida,"Moreno, Federico A."
Southern Georgia,"Moore, William Theodore, Jr."
Southern Georgia,"Wood, Lisa Godbey"
Southern Georgia,"Hall, James Randal"
Southern Georgia,"Bowen, Dudley Hollingsworth, Jr."
Southern Georgia,"Baker, R. Stan"
Southern Illinois,"Yandle, Staci Michelle"
Southern Illinois,"Gilbert, John Phil"
Southern Illinois,"McGlynn, Stephen Patrick"
Southern Illinois,"Dugan, David Wayne"
Southern Illinois,"Rosenstengel, Nancy Jo"
Southern Indiana,"Pratt, Tanya Walton"
Southern Indiana,"Young, Richard L."
Southern Indiana,"Lawrence, William T."
Southern Indiana,"Hanlon, James Patrick"
Southern Indiana,"Brookman, Matthew Paul"
Southern Indiana,"Barker, Sarah Evans"
Southern Indiana,"Magnus-Stinson, Jane Elizabeth"
Southern Indiana,"Sweeney, James Russell II"
Southern Iowa,"Longstaff, Ronald Earl"
Southern Iowa,"Locher, Stephen Henley"
Southern Iowa,"Ebinger, Rebecca Goodgame"
Southern Iowa,"Pratt, Robert W."
Southern Iowa,"Rose, Stephanie Marie"
Southern Iowa,"Gritzner, James E."
Southern Mississippi,"Wingate, Henry Travillion"
Southern Mississippi,"Bramlette, David C."
Southern Mississippi,"Guirola, Louis, Jr."
Southern Mississippi,"Jordan, Daniel Porter III"
Southern Mississippi,"Lee, Tom Stewart"
Southern Mississippi,"McNeel, Taylor Brantley"
Southern Mississippi,"Ozerden, Halil Suleyman"
Southern Mississippi,"Reeves, Carlton Wayne"
Southern Mississippi,"Starrett, Keith"
Southern Mississippi,"Johnson, Kristi Haskins"
Southern New York,"Haight, Charles Sherman, Jr."
Southern New York,"Ramos, Edgardo"
Southern New York,"Rakoff, Jed Saul"
Southern New York,"Preska, Loretta A."
Southern New York,"Oetken, James Paul"
Southern New York,"McMahon, Colleen"
Southern New York,"Marrero, Victor"
Southern New York,"Liman, Lewis Jeffrey"
Southern New York,"Koeltl, John George"
Southern New York,"Keenan, John Fontaine"
Southern New York,"Clarke, Jessica Gloria Lynn"
Southern New York,"Cote, Denise"
Southern New York,"Cronan, John Peter"
Southern New York,"Crotty, Paul Austin"
Southern New York,"Daniels, George B."
Southern New York,"Engelmayer, Paul Adam"
Southern New York,"Failla, Katherine Polk"
Southern New York,"Furman, Jesse Matthew"
Southern New York,"Gardephe, Paul G."
Southern New York,"Vyskocil, Mary Kay"
Southern New York,"Rearden, Jennifer Hutchison"
Southern New York,"Karas, Kenneth M."
Southern New York,"Kaplan, Lewis A."
Southern New York,"Ho, Dale Edwin"
Southern New York,"Hellerstein, Alvin K."
Southern New York,"Halpern, Philip Morgan"
Southern New York,"Garnett, Margaret M."
Southern New York,"Castel, P. Kevin"
Southern New York,"Wood, Kimba Maureen"
Southern New York,"Subramanian, Arun Srinivas"
Southern New York,"Rochon, Jennifer Louise"
Southern New York,"Swain, Laura Taylor"
Southern New York,"Woods, Gregory Howard III"
Southern New York,"Abrams, Ronnie"
Southern New York,"Seibel, Cathy"
Southern New York,"Stanton, Louis Lee"
Southern New York,"Stein, Sidney H."
Southern New York,"Schofield, Lorna Gail"
Southern New York,"Berman, Richard M."
Southern New York,"Briccetti, Vincent Louis"
Southern New York,"Broderick, Vernon Speede"
Southern New York,"Buchwald, Naomi Reice"
Southern New York,"Caproni, Valerie Elaine"
Southern New York,"Carter, Andrew Lamar, Jr."
Southern New York,"Torres, Analisa Nadine"
Southern New York,"Román, Nelson Stephen"
Southern Ohio,"Hopkins, Jeffery Paul"
Southern Ohio,"Marbley, Algenon L."
Southern Ohio,"Rice, Walter Herbert"
Southern Ohio,"Weber, Herman Jacob"
Southern Ohio,"Graham, James L."
Southern Ohio,"Dlott, Susan J."
Southern Ohio,"Cole, Douglas Russell"
Southern Ohio,"Black, Timothy Seymour"
Southern Ohio,"Beckwith, Sandra Shank"
Southern Ohio,"Watson, Michael H."
Southern Ohio,"Sargus, Edmund A., Jr."
Southern Ohio,"Rose, Thomas M."
Southern Ohio,"Barrett, Michael Ryan"
Southern Ohio,"Newman, Michael Jay"
Southern Ohio,"Morrison, Sarah Daggett"
Southern Ohio,"McFarland, Matthew Walden"
Utah,"Shelby, Robert James"
Utah,"Barlow, David Bruce"
Utah,"Campbell, Tena"
Utah,"Kimball, Dale A."
Utah,"Nielson, Howard Curtis, Jr."
Utah,"Waddoups, Clark"
Utah,"Sam, David"
Utah,"Stewart, Brian Theadore"
Utah,"Nuffer, David Ogden"
Utah,"Parrish, Jill N."
Vermont,"Crawford, Geoffrey William"
Vermont,"Murtha, John Garvan"
Vermont,"Reiss, Christina Clair"
Vermont,"Sessions, William K. III"
Western North Carolina,"Osteen, William Lindsay, Jr."
Western North Carolina,"Biggs, Loretta Copeland"
Western North Carolina,"Eagles, Catherine Caldwell"
Western North Carolina,"Schroeder, Thomas D."
Western North Carolina,"Tilley, Norwood Carlton, Jr."
Western Pennsylvania,"Ambrose, Donetta W."
Western Pennsylvania,"Baxter, Susan Paradise"
Western Pennsylvania,"Bissoon, Cathy"
Western Pennsylvania,"Bloch, Alan Neil"
Western Pennsylvania,"Cercone, David S."
Western Pennsylvania,"Gibson, Kim R."
Western Pennsylvania,"Hardy, William Scott"
Western Pennsylvania,"Haines, Stephanie Lou"
Western Pennsylvania,"Horan, Marilyn Jean"
Western Pennsylvania,"Hornak, Mark Raymond"
Western Pennsylvania,"Schwab, Arthur J."
Western Pennsylvania,"Stickman, William Shaw IV"
Western Pennsylvania,"Wiegand, Christy Criswell"
Western Pennsylvania,"Ranjan, J. Nicholas"
Western Pennsylvania,"Conti, Joy Flowers"
Western Pennsylvania,"Colville, Robert John"
Western Pennsylvania,"Fischer, Nora Barry"
Western Tennessee,"Mays, Samuel H., Jr."
Western Tennessee,"Breen, J. Daniel"
Western Tennessee,"Todd, James Dale"
Western Tennessee,"Anderson, Stanley Thomas"
Western Tennessee,"Parker, Thomas Lee Robinson"
Western Tennessee,"Fowlkes, John Thomas, Jr."
Western Tennessee,"Norris, Mark Saalfield, Sr."
Western Tennessee,"McCalla, Jon Phipps"
Western Tennessee,"Lipman, Sheryl Halle"
Western Texas,"Pitman, Robert Lee"
Western Texas,"Pulliam, Jason Kenneth"
Western Texas,"Sparks, Sam"
Western Texas,"Rodriguez, Xavier"
Western Texas,"Moses, Alia"
Western Texas,"Nowlin, James Robertson"
Western Texas,"Cardone, Kathleen"
Western Texas,"Junell, Robert A."
Western Texas,"Guaderrama, David Campos"
Western Texas,"Garcia, Orlando Luis"
Western Texas,"Counts, Walter David III"
Western Texas,"Briones, David"
Western Texas,"Montalvo, Frank"
Western Texas,"Albright, Alan D"
Western Texas,"Biery, Samuel Frederick, Jr."
Western Virginia,"Ballou, Robert Stewart"
Western Virginia,"Cullen, Thomas Tullidge"
Western Virginia,"Dillon, Elizabeth Kay"
Western Virginia,"Moon, Norman K."
Western Virginia,"Urbanski, Michael Francis"
Western Virginia,"Jones, James Parker"
Western Washington,"Zilly, Thomas Samuel"
Western Washington,"Martinez, Ricardo S."
Western Washington,"Lin, Tana"
Western Washington,"Rothstein, Barbara Jacobs"
Western Washington,"Lasnik, Robert S."
Western Washington,"King, Lauren Jennifer"
Western Washington,"Jones, Richard A."
Western Washington,"Evanson, Kymberly Kathryn"
Western Washington,"Pechman, Marsha J."
Western Washington,"Robart, James L."
Western Washington,"Estudillo, David"
Western Washington,"Dimmick, Carolyn R."
Western Washington,"Coughenour, John C."
Western Washington,"Chun, John Hyungseung"
Western Washington,"Cartwright, Tiffany Mae"
Western Washington,"Bryan, Robert Jensen"
Western Washington,"Settle, Benjamin Hale"
Western Washington,"Whitehead, Jamal Norman"
Western Wisconsin,"Peterson, James Donald"
Western Wisconsin,"Conley, William Martin"
Western Wisconsin,"Crabb, Barbara Brandriff"
Western Arkansas,"Brooks, Timothy Lloyd"
Western Arkansas,"Hickey, Susan Owens"
Western Arkansas,"Hendren, Jimm Larry"
Western Arkansas,"Dawson, Robert Toombs"
Western Arkansas,"Holmes, Paul Kinloch III"
Western Kentucky,"Beaton, Benjamin Joel"
Western Kentucky,"Boom, Claria Horn"
Western Kentucky,"Hale, David Jason"
Western Kentucky,"Jennings, Rebecca Grady"
Western Kentucky,"McKinley, Joseph H., Jr."
Western Kentucky,"Simpson, Charles Ralph III"
Western Kentucky,"Stivers, Gregory N."
Western Louisiana,"Drell, Dee D."
Western Louisiana,"Doughty, Terry Alvin"
Western Louisiana,"Foote, Elizabeth Erny"
Western Louisiana,"Trimble, James Travis, Jr."
Western Louisiana,"James, Robert Gillespie"
Western Louisiana,"Joseph, David Cleveland"
Western Louisiana,"Melancon, Tucker L."
Western Louisiana,"Summerhays, Robert Rees"
Western Louisiana,"Cain, James David, Jr."
Western Louisiana,"Walter, Donald Ellsworth"
Western Louisiana,"Hicks, S. Maurice, Jr."
Western Michigan,"Neff, Janet T."
Western Michigan,"Maloney, Paul Lewis"
Western Michigan,"Quist, Gordon Jay"
Western Michigan,"Jonker, Robert James"
Western Michigan,"Jarbou, Hala Yalda"
Western Michigan,"Beckering, Jane Marie"
Western Missouri,"Fenner, Gary A."
Western Missouri,"Gaitan, Fernando J., Jr."
Western Missouri,"Kays, David Gregory"
Western Missouri,"Ketchmark, Roseann Ambrosia"
Western Missouri,"Laughrey, Nanette Kay"
Western Missouri,"Phillips, Mary Elizabeth"
Western Missouri,"Sachs, Howard Frederic"
Western Missouri,"Sippel, Rodney W."
Western Missouri,"Smith, Ortrie D."
Western Missouri,"Whipple, Dean"
Western Missouri,"Wimes, Brian Curtis"
Western Missouri,"Bough, Stephen Rogers"
Western Missouri,"Harpool, M. Douglas"
Western New York,"Arcara, Richard Joseph"
Western New York,"Wolford, Elizabeth Ann"
Western New York,"Geraci, Frank Paul, Jr."
Western New York,"Larimer, David G."
Western New York,"Sinatra, John Leonard, Jr."
Western New York,"Siragusa, Charles J."
Western New York,"Skretny, William M."
Western New York,"Vilardo, Lawrence Joseph"
Western Oklahoma,"Heaton, Joe L."
Western Oklahoma,"Goodwin, Charles Barnes"
Western Oklahoma,"Friot, Stephen P."
Western Oklahoma,"Heil, John Frederick III"
Western Oklahoma,"Jones, Bernard M."
Western Oklahoma,"Leonard, Timothy D."
Western Oklahoma,"Miles-LaGrange, Vicki"
Western Oklahoma,"Dishman, Jodi Warmbrod"
Western Oklahoma,"Russell, David Lynn"
Western Oklahoma,"Cauthron, Robin J."
Western Oklahoma,"Alley, Wayne Edward"
Western Oklahoma,"Wyrick, Patrick Robert"
Western Oklahoma,"DeGiusti, Timothy D."
Western Oklahoma,"Palk, Scott Lawrence"
Western Oklahoma,"Payne, James H."
Wyoming,"Skavdahl, Scott Wesley"
Wyoming,"Johnson, Alan Bond"
Wyoming,"Freudenthal, Nancy Dell"
